ticket_id,customer_id,category,priority,status,created_date,resolved_date,resolution_time_hours,satisfaction_score,description
TKT01159,CUST0187,Account Management,High,Resolved,2022-09-28,2022-09-28,6.5,3.0,We'd like to upgrade from Growth to Enterprise plan.
TKT01160,CUST0092,Technical Issue,Medium,Resolved,2023-12-01,2023-12-02,41.1,3.0,The dashboard is not loading — getting a 504 error.
TKT01161,CUST0382,Account Management,Medium,Resolved,2025-06-22,2025-06-22,20.4,3.0,Please help us set up SSO for our organization.
TKT01162,CUST0186,Account Management,Low,Resolved,2022-11-04,2022-11-05,39.4,2.0,We'd like to upgrade from Growth to Enterprise plan.
TKT01163,CUST0045,Technical Issue,Medium,Resolved,2024-11-20,2024-11-20,18.9,3.0,Export to CSV is producing empty files.
TKT01164,CUST0425,Integration,Low,Resolved,2025-09-21,2025-09-23,55.6,,The Salesforce integration is not syncing contacts properly.
TKT01165,CUST0044,Technical Issue,High,Open,2025-03-31,2025-03-31,8.0,,Our data sync stopped working after the last update.
TKT01166,CUST0406,Account Management,Low,In Progress,2025-12-01,2025-12-03,70.1,,We need to add 10 more user seats to our plan.
TKT01167,CUST0276,Account Management,Medium,In Progress,2023-04-01,2023-04-01,18.6,3.0,Please help us set up SSO for our organization.
TKT01168,CUST0247,Integration,High,In Progress,2022-11-06,2022-11-06,17.2,3.0,The Salesforce integration is not syncing contacts properly.
TKT01169,CUST0219,Integration,Low,Resolved,2022-07-09,2022-07-10,39.6,5.0,HubSpot integration is duplicating records.
TKT01170,CUST0056,Performance,Low,Resolved,2022-03-29,2022-04-01,81.9,3.0,Bulk data export is timing out for large datasets.
TKT01171,CUST0210,Feature Request,Critical,Resolved,2024-11-29,2024-11-29,6.4,4.0,Can you add a bulk user import via CSV?
TKT01172,CUST0186,Integration,Medium,Resolved,2023-08-02,2023-08-04,62.5,2.0,We need help setting up the webhook for order updates.
TKT01173,CUST0360,Feature Request,Medium,Resolved,2024-12-27,2024-12-27,22.0,4.0,Can you add a bulk user import via CSV?
TKT01174,CUST0152,Performance,Low,Escalated,2025-08-02,2025-08-03,47.2,3.0,Dashboard charts lag when we have more than 5 filters active.
TKT01175,CUST0348,Integration,High,Resolved,2025-02-07,2025-02-07,2.6,,Zapier connection keeps timing out.
TKT01176,CUST0188,Technical Issue,Medium,Escalated,2024-12-15,2024-12-15,15.5,3.0,The dashboard is not loading — getting a 504 error.
TKT01177,CUST0226,Onboarding,Medium,Resolved,2024-02-17,2024-02-18,44.6,5.0,Our team hasn't received the onboarding training invite.
TKT01178,CUST0497,Onboarding,Low,Resolved,2025-12-18,2025-12-22,118.6,1.0,Our team hasn't received the onboarding training invite.
TKT01179,CUST0242,Feature Request,Low,Resolved,2025-11-01,2025-11-04,84.6,,We need custom date range filters in the reports section.
TKT01180,CUST0310,Technical Issue,Low,Resolved,2025-12-23,2025-12-24,33.8,,The dashboard is not loading — getting a 504 error.
TKT01181,CUST0152,Performance,High,Resolved,2022-06-18,2022-06-18,7.7,3.0,Reports are taking over 2 minutes to load.
TKT01182,CUST0063,Billing,High,Resolved,2022-06-17,2022-06-17,13.0,,My invoice doesn't match the amount on my credit card.
TKT01183,CUST0445,Integration,Medium,Resolved,2023-09-19,2023-09-20,35.4,3.0,Zapier connection keeps timing out.
TKT01184,CUST0305,Account Management,Medium,Resolved,2024-09-07,2024-09-07,11.9,,We'd like to upgrade from Growth to Enterprise plan.
TKT01185,CUST0420,Technical Issue,High,In Progress,2025-04-04,2025-04-04,22.5,,Login page throws an error when using SSO.
TKT01186,CUST0240,Billing,Low,Resolved,2022-04-04,2022-04-07,77.7,4.0,My invoice doesn't match the amount on my credit card.
TKT01187,CUST0308,Integration,Medium,Resolved,2025-12-28,2025-12-29,29.7,5.0,We need help setting up the webhook for order updates.
TKT01188,CUST0376,Integration,Medium,In Progress,2022-07-09,2022-07-10,41.5,4.0,The Salesforce integration is not syncing contacts properly.
TKT01189,CUST0477,Account Management,High,Resolved,2022-08-25,2022-08-25,10.1,4.0,We need to update our billing contact information.
TKT01190,CUST0234,Onboarding,Critical,In Progress,2023-03-26,2023-03-26,4.6,4.0,We need help setting up user roles and permissions.
TKT01191,CUST0488,Technical Issue,Low,Resolved,2022-11-25,2022-11-26,36.1,,Notifications are not being delivered to our team emails.
TKT01192,CUST0286,Billing,High,Escalated,2024-06-18,2024-06-18,2.3,5.0,I was charged twice this month for my subscription.
TKT01193,CUST0375,Performance,High,Resolved,2024-12-11,2024-12-11,6.8,4.0,Bulk data export is timing out for large datasets.
TKT01194,CUST0371,Account Management,Medium,Resolved,2022-01-14,2022-01-15,42.2,,Please help us set up SSO for our organization.
TKT01195,CUST0391,Feature Request,Medium,In Progress,2022-01-08,2022-01-10,55.8,2.0,Can you add a bulk user import via CSV?
TKT01196,CUST0282,Account Management,Low,Resolved,2023-01-06,2023-01-09,80.7,3.0,We need to add 10 more user seats to our plan.
TKT01197,CUST0476,Technical Issue,High,Resolved,2024-10-28,2024-10-28,11.1,3.0,Login page throws an error when using SSO.
TKT01198,CUST0134,Account Management,Medium,Resolved,2024-05-23,2024-05-23,18.5,5.0,Can we change the primary account admin?
TKT01199,CUST0006,Feature Request,Medium,Resolved,2024-01-08,2024-01-10,54.0,4.0,Would be great to have a mobile app version.
TKT01200,CUST0390,Billing,High,Resolved,2024-04-01,2024-04-02,26.4,3.0,Can you clarify the pricing for adding more users?
TKT01201,CUST0119,Billing,Low,Resolved,2023-06-01,2023-06-03,71.0,,Requesting a refund for unused seats on our plan.
TKT01202,CUST0373,Feature Request,Medium,Escalated,2025-02-25,2025-02-25,11.7,5.0,Please add a dark mode option to the dashboard.
TKT01203,CUST0409,Onboarding,Medium,In Progress,2022-11-12,2022-11-13,46.7,,We are stuck on the data migration step — need guidance.
TKT01204,CUST0384,Technical Issue,Medium,Resolved,2025-10-29,2025-10-29,18.5,1.0,Export to CSV is producing empty files.
TKT01205,CUST0372,Technical Issue,High,Open,2023-06-01,2023-06-01,15.8,3.0,Login page throws an error when using SSO.
TKT01206,CUST0297,Feature Request,High,Resolved,2025-02-05,2025-02-05,19.7,5.0,Please add a dark mode option to the dashboard.
TKT01207,CUST0319,Technical Issue,Medium,Resolved,2023-02-09,2023-02-10,44.9,,Login page throws an error when using SSO.
TKT01208,CUST0353,Onboarding,Medium,Resolved,2024-10-13,2024-10-13,15.1,4.0,We need help setting up user roles and permissions.
TKT01209,CUST0250,Feature Request,Medium,Resolved,2024-01-10,2024-01-11,39.5,3.0,Please add a dark mode option to the dashboard.
TKT01210,CUST0132,Integration,Low,Escalated,2023-12-10,2023-12-11,39.8,5.0,The Salesforce integration is not syncing contacts properly.
TKT01211,CUST0335,Integration,High,Resolved,2023-01-02,2023-01-02,11.5,3.0,Zapier connection keeps timing out.
TKT01212,CUST0311,Billing,Medium,Resolved,2024-09-30,2024-10-02,67.2,,I was charged twice this month for my subscription.
TKT01213,CUST0039,Billing,Low,Resolved,2022-08-06,2022-08-09,76.9,1.0,Requesting a refund for unused seats on our plan.
TKT01214,CUST0384,Technical Issue,Medium,Resolved,2023-05-30,2023-05-31,44.8,,The dashboard is not loading — getting a 504 error.
TKT01215,CUST0300,Integration,Low,In Progress,2022-01-06,2022-01-09,86.2,4.0,The Salesforce integration is not syncing contacts properly.
TKT01216,CUST0197,Account Management,High,In Progress,2023-05-28,2023-05-28,20.2,3.0,We'd like to upgrade from Growth to Enterprise plan.
TKT01217,CUST0410,Performance,Medium,Resolved,2022-07-03,2022-07-03,21.7,3.0,API response times have increased significantly this week.
TKT01218,CUST0014,Onboarding,Medium,Resolved,2025-03-18,2025-03-18,23.2,4.0,Can someone walk us through connecting our CRM?
TKT01219,CUST0019,Integration,Medium,Resolved,2022-08-31,2022-08-31,9.8,,Zapier connection keeps timing out.
TKT01220,CUST0222,Feature Request,Low,Resolved,2022-12-22,2022-12-23,28.1,4.0,Would be great to have a mobile app version.
TKT01221,CUST0082,Feature Request,High,Resolved,2025-06-24,2025-06-24,23.7,,Please add a dark mode option to the dashboard.
TKT01222,CUST0350,Onboarding,Medium,Resolved,2022-11-18,2022-11-19,38.7,3.0,We are stuck on the data migration step — need guidance.
TKT01223,CUST0172,Feature Request,Medium,Resolved,2022-07-16,2022-07-17,41.3,4.0,Can you add a bulk user import via CSV?
TKT01224,CUST0094,Performance,High,Resolved,2024-04-27,2024-04-27,3.4,4.0,API response times have increased significantly this week.
TKT01225,CUST0261,Integration,Medium,In Progress,2025-08-05,2025-08-07,56.7,1.0,The Salesforce integration is not syncing contacts properly.
TKT01226,CUST0269,Feature Request,Medium,In Progress,2024-08-29,2024-08-29,16.0,4.0,We need custom date range filters in the reports section.
TKT01227,CUST0419,Account Management,Medium,Resolved,2023-03-12,2023-03-13,46.0,4.0,We'd like to upgrade from Growth to Enterprise plan.
TKT01228,CUST0255,Billing,Low,In Progress,2023-02-16,2023-02-17,34.8,4.0,The upgrade price shown in the app is different from what I was charged.
TKT01229,CUST0392,Account Management,Medium,Resolved,2024-03-17,2024-03-18,40.3,5.0,We'd like to upgrade from Growth to Enterprise plan.
TKT01230,CUST0336,Performance,Medium,Open,2025-06-21,2025-06-21,18.4,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT01231,CUST0179,Feature Request,High,Resolved,2023-05-04,2023-05-04,8.1,4.0,Please add a dark mode option to the dashboard.
TKT01232,CUST0368,Performance,Low,Resolved,2022-02-18,2022-02-21,79.8,,Dashboard charts lag when we have more than 5 filters active.
TKT01233,CUST0332,Billing,Medium,Resolved,2023-07-13,2023-07-14,35.2,5.0,The upgrade price shown in the app is different from what I was charged.
TKT01234,CUST0117,Performance,Medium,Resolved,2023-11-13,2023-11-14,43.1,,Bulk data export is timing out for large datasets.
TKT01235,CUST0444,Billing,High,Open,2024-09-14,2024-09-14,21.7,2.0,My invoice doesn't match the amount on my credit card.
TKT01236,CUST0191,Onboarding,Medium,Resolved,2023-01-18,2023-01-19,36.9,,Can someone walk us through connecting our CRM?
TKT01237,CUST0156,Performance,Medium,Resolved,2025-11-27,2025-11-28,44.8,3.0,Dashboard charts lag when we have more than 5 filters active.
TKT01238,CUST0108,Billing,Critical,Resolved,2023-07-17,2023-07-17,2.6,,The upgrade price shown in the app is different from what I was charged.
TKT01239,CUST0416,Performance,Low,Resolved,2022-03-02,2022-03-03,46.6,,The platform is very slow during peak hours (9-11am EST).
TKT01240,CUST0265,Technical Issue,High,In Progress,2024-07-14,2024-07-14,15.9,3.0,Export to CSV is producing empty files.
TKT01241,CUST0240,Feature Request,Medium,Open,2023-06-30,2023-07-01,35.7,4.0,We need custom date range filters in the reports section.
TKT01242,CUST0127,Technical Issue,High,Resolved,2022-10-07,2022-10-07,21.9,,Notifications are not being delivered to our team emails.
TKT01243,CUST0136,Billing,Medium,In Progress,2022-10-28,2022-10-29,39.3,5.0,Requesting a refund for unused seats on our plan.
TKT01244,CUST0036,Billing,High,In Progress,2022-02-13,2022-02-13,9.5,1.0,The upgrade price shown in the app is different from what I was charged.
TKT01245,CUST0057,Performance,High,Resolved,2023-11-03,2023-11-03,4.5,,API response times have increased significantly this week.
TKT01246,CUST0452,Onboarding,Medium,Resolved,2025-07-22,2025-07-23,42.8,2.0,We are stuck on the data migration step — need guidance.
TKT01247,CUST0135,Feature Request,Low,Resolved,2023-10-21,2023-10-24,89.9,3.0,We need custom date range filters in the reports section.
TKT01248,CUST0108,Account Management,Medium,Resolved,2023-12-06,2023-12-08,55.6,2.0,Please help us set up SSO for our organization.
TKT01249,CUST0390,Onboarding,Low,Resolved,2024-04-06,2024-04-11,137.6,4.0,Can someone walk us through connecting our CRM?
TKT01250,CUST0044,Performance,High,Resolved,2025-12-03,2025-12-03,13.9,3.0,API response times have increased significantly this week.
TKT01251,CUST0453,Performance,Medium,Resolved,2022-07-14,2022-07-16,68.0,2.0,The platform is very slow during peak hours (9-11am EST).
TKT01252,CUST0130,Feature Request,Medium,Resolved,2025-04-19,2025-04-20,28.8,,We'd love a Slack integration for real-time alerts.
TKT01253,CUST0495,Technical Issue,High,Resolved,2023-05-24,2023-05-24,13.0,4.0,The dashboard is not loading — getting a 504 error.
TKT01254,CUST0356,Integration,High,Resolved,2022-01-24,2022-01-24,12.8,,The Salesforce integration is not syncing contacts properly.
TKT01255,CUST0386,Onboarding,High,Resolved,2024-01-15,2024-01-15,4.6,,Can someone walk us through connecting our CRM?
TKT01256,CUST0254,Billing,Critical,Resolved,2024-12-16,2024-12-16,2.4,5.0,Requesting a refund for unused seats on our plan.
TKT01257,CUST0375,Feature Request,Medium,In Progress,2023-02-06,2023-02-07,40.2,,Would be great to have a mobile app version.
TKT01258,CUST0180,Onboarding,Low,In Progress,2023-11-04,2023-11-08,114.4,1.0,The setup wizard keeps freezing at Step 3.
TKT01259,CUST0318,Technical Issue,Medium,In Progress,2024-11-18,2024-11-18,10.3,,The dashboard is not loading — getting a 504 error.
TKT01260,CUST0284,Account Management,High,Open,2023-05-17,2023-05-18,31.1,3.0,Can we change the primary account admin?
TKT01261,CUST0043,Onboarding,Medium,Escalated,2024-11-29,2024-11-29,21.0,4.0,The setup wizard keeps freezing at Step 3.
TKT01262,CUST0456,Billing,Medium,Resolved,2025-09-11,2025-09-13,49.4,2.0,I was charged twice this month for my subscription.
TKT01263,CUST0096,Performance,Low,Resolved,2025-07-06,2025-07-09,87.9,5.0,Bulk data export is timing out for large datasets.
TKT01264,CUST0318,Integration,High,In Progress,2022-09-12,2022-09-12,18.4,,The Salesforce integration is not syncing contacts properly.
TKT01265,CUST0311,Integration,Medium,In Progress,2024-04-03,2024-04-04,37.2,,HubSpot integration is duplicating records.
TKT01266,CUST0085,Technical Issue,Medium,Resolved,2024-03-29,2024-03-29,22.1,3.0,The dashboard is not loading — getting a 504 error.
TKT01267,CUST0330,Integration,Low,Resolved,2023-12-25,2023-12-27,70.1,1.0,Zapier connection keeps timing out.
TKT01268,CUST0107,Technical Issue,Low,Resolved,2022-10-26,2022-10-29,86.4,4.0,Our data sync stopped working after the last update.
TKT01269,CUST0500,Feature Request,Low,Resolved,2023-08-22,2023-08-23,33.2,,Would be great to have a mobile app version.
TKT01270,CUST0020,Account Management,Critical,Resolved,2024-02-27,2024-02-27,7.5,,We need to add 10 more user seats to our plan.
TKT01271,CUST0448,Billing,High,Resolved,2022-03-08,2022-03-08,23.1,1.0,Requesting a refund for unused seats on our plan.
TKT01272,CUST0148,Performance,Medium,Resolved,2024-11-23,2024-11-23,22.4,4.0,API response times have increased significantly this week.
TKT01273,CUST0105,Integration,High,Resolved,2022-11-04,2022-11-04,8.0,5.0,Our API key stopped working after a password reset.
TKT01274,CUST0425,Billing,Medium,In Progress,2022-06-23,2022-06-24,47.1,2.0,Can you clarify the pricing for adding more users?
TKT01275,CUST0224,Feature Request,High,Resolved,2025-04-16,2025-04-16,9.8,5.0,Please add a dark mode option to the dashboard.
TKT01276,CUST0186,Feature Request,Medium,In Progress,2025-11-05,2025-11-06,39.6,1.0,Please add a dark mode option to the dashboard.
TKT01277,CUST0303,Billing,Low,Resolved,2024-11-17,2024-11-18,32.9,5.0,Can you clarify the pricing for adding more users?
TKT01278,CUST0156,Feature Request,Medium,In Progress,2024-07-17,2024-07-17,23.5,4.0,We'd love a Slack integration for real-time alerts.
TKT01279,CUST0391,Feature Request,Medium,Open,2023-07-31,2023-08-02,50.3,,Please add a dark mode option to the dashboard.
TKT01280,CUST0262,Integration,Low,In Progress,2023-06-07,2023-06-09,71.6,1.0,Zapier connection keeps timing out.
TKT01281,CUST0014,Onboarding,High,Resolved,2024-04-25,2024-04-25,15.1,4.0,We need help setting up user roles and permissions.
TKT01282,CUST0397,Technical Issue,Medium,Resolved,2023-11-13,2023-11-14,28.3,,The dashboard is not loading — getting a 504 error.
TKT01283,CUST0365,Technical Issue,Medium,Resolved,2024-07-03,2024-07-04,25.5,4.0,Login page throws an error when using SSO.
TKT01284,CUST0479,Onboarding,Low,Resolved,2025-03-22,2025-03-25,86.9,5.0,We are stuck on the data migration step — need guidance.
TKT01285,CUST0264,Onboarding,Low,Resolved,2023-08-14,2023-08-17,77.0,3.0,Can someone walk us through connecting our CRM?
TKT01286,CUST0316,Billing,Low,Escalated,2022-05-08,2022-05-11,75.2,4.0,Can you clarify the pricing for adding more users?
TKT01287,CUST0281,Account Management,Medium,Resolved,2025-11-10,2025-11-11,37.5,4.0,We need to add 10 more user seats to our plan.
TKT01288,CUST0068,Technical Issue,Medium,Resolved,2023-11-30,2023-12-01,39.5,4.0,The dashboard is not loading — getting a 504 error.
TKT01289,CUST0187,Integration,Low,Resolved,2022-03-03,2022-03-06,91.0,4.0,We need help setting up the webhook for order updates.
TKT01290,CUST0376,Account Management,Low,Resolved,2023-09-09,2023-09-10,32.9,,Can we change the primary account admin?
TKT01291,CUST0348,Onboarding,Medium,Resolved,2023-02-09,2023-02-10,40.2,4.0,We are stuck on the data migration step — need guidance.
